Grade,Strand,Anchor Standard,Code,Benchmark
9,Reading,"R4 Read critically to comprehend, interpret and analyze themes and central ideas in complex literary and informational texts.",9.1.4.2,"Analyze the themes or central ideas, including how they emerge and are shaped by specific details, of multiple texts, considering author perspective, identity and bias."
9,Reading,"R4 Read critically to comprehend, interpret and analyze themes and central ideas in complex literary and informational texts.",9.1.4.3,"Compare and contrast characters, attending to character complexity (e.g., those with multiple or conflicting motivations), in one or more literary texts."
9,Reading,"R4 Read critically to comprehend, interpret and analyze themes and central ideas in complex literary and informational texts.",9.1.4.4,"Analyze how an author unfolds an analysis or series of ideas or events, including the order in which points are made, how they are introduced and developed, and the connections that are drawn between them, in informational text."
9,Reading,R5 Apply knowledge of text structure to understand and evaluate a wide variety of complex literary and informational texts.,9.1.5.1,"Evaluate the impact of author's use of literary elements on the structure of a text (e.g., narrator point of view, foreshadowing, pacing and flashbacks)."
9,Reading,R5 Apply knowledge of text structure to understand and evaluate a wide variety of complex literary and informational texts.,9.1.5.2,"Analyze the informational text structure, including, but not limited to, proposition/support, critique, and inductive/deductive, focusing on the role of various sentences and paragraphs in a text in developing and refining a key concept."
9,Reading,R5 Apply knowledge of text structure to understand and evaluate a wide variety of complex literary and informational texts.,9.1.5.3,"Critically analyze the use, meaning and aesthetics of illustrations, graphics and other audiovisual elements and explain their relation to the text."
9,Reading,"R6 Analyze influences on content, meaning and style of text including fact and fiction, time period, and author perspective and identity, including Dakota and Anishinaabe perspective, in complex literary and informational texts.",9.1.6.1,"Examine how the author's, including Dakota and Anishinaabe authors, purpose, stated identities, biases and perspective shape the content and style of a text."
9,Reading,"R6 Analyze influences on content, meaning and style of text including fact and fiction, time period, and author perspective and identity, including Dakota and Anishinaabe perspective, in complex literary and informational texts.",9.1.6.2,"Examine the impact of a text's publishing date on its current validity and credibility in literature, social studies or science."
9,Reading,"R6 Analyze influences on content, meaning and style of text including fact and fiction, time period, and author perspective and identity, including Dakota and Anishinaabe perspective, in complex literary and informational texts.",9.1.6.3,Delineate the argument and specific claims in a text; identify false statements and fallacious reasoning.
9,Reading,R7 Evaluate arguments and specific claims from complex informational texts.,9.1.7.1,Compare and contrast the arguments of two authors with different perspectives on the same topic to evaluate arguments using relevance and sufficiency of evidence and validity of reasoning.
9,Reading,"R8 Examine the impact of vocabulary, including words and phrases, on content, style and meaning of complex literary and informational texts.",9.1.8.1,"Analyze the impact of specific word choices, rhythm, meter or other style choices on meaning and tone in literary text (e.g., word choices that allude to culture, time period or geography)."
9,Reading,"R8 Examine the impact of vocabulary, including words and phrases, on content, style and meaning of complex literary and informational texts.",9.1.8.2,Examine the impact of domain-specific vocabulary in informational text through study of word origins (morphology and etymology) and use of reference tools.
9,Reading,"R9 Media Literacy in Reading: Access and gather information from a variety of sources, representing diverse perspectives, and assessing relevancy and credibility of information.",9.1.9.1,"Access information from a wide variety of sources, on both sides of an issue or from multiple perspectives, in the process of inquiry."
9,Reading,"R9 Media Literacy in Reading: Access and gather information from a variety of sources, representing diverse perspectives, and assessing relevancy and credibility of information.",9.1.9.2,"Evaluate perspective, bias, credibility, relevancy and sufficiency of sources, accessing additional sources as needed."
9,Writing,"W1 Foundations of Writing: Demonstrate knowledge of oral language, orthography, grammar and mechanics to express ideas in writing.",9.2.1.1,"Write and edit work so that it follows the guidelines in a style manual appropriate for the discipline and purpose, with guidance."
9,Writing,"W1 Foundations of Writing: Demonstrate knowledge of oral language, orthography, grammar and mechanics to express ideas in writing.",9.2.1.2,No benchmark at this grade level.
9,Writing,"W1 Foundations of Writing: Demonstrate knowledge of oral language, orthography, grammar and mechanics to express ideas in writing.",9.2.1.3,"Write with sufficient command of grammar and mechanics to influence voice and style (e.g., parts of speech, sentence structures, pronoun/antecedent agreement)."
9,Writing,"W2 Write routinely for various purposes and disciplines, representing one's own personal perspective, identity and voice.",9.2.2.1,"Write routinely for a range of tasks (e.g., personal interest, enjoyment, academic tasks), purposes and audiences, choosing topics and format, including visual elements (e.g., illustrations, charts, tables, audio visual elements) when applicable."
9,Writing,"W2 Write routinely for various purposes and disciplines, representing one's own personal perspective, identity and voice.",9.2.2.2,Write to reflect how personal identities and the intersection of identities inform perspective.
9,Writing,"W3 Develop and strengthen writing by using a writing process including planning, drafting, revising, editing and publishing.",9.2.3.1,"Plan and draft multiple pieces and engage with readers in a variety of ways to solicit feedback; incorporate feedback to develop and strengthen writing through revision, editing and publication."
9,Writing,"W3 Develop and strengthen writing by using a writing process including planning, drafting, revising, editing and publishing.",9.2.3.2,"Vary word usage and sentence structure for effect, considering audience and context."
9,Writing,"W4 Write arguments to support claims and to persuade in an analysis of topics or texts, using valid reasoning and evidence while considering audience.",9.2.4.1,"Write to argue, basing argument and counter-argument, with evidence, on personally relevant and authentic issues, building on skills from previous years."
9,Writing,"W4 Write arguments to support claims and to persuade in an analysis of topics or texts, using valid reasoning and evidence while considering audience.",9.2.4.2,"Write to persuade, considering and addressing other perspectives, building on skills from previous years."
9,Writing,"W5 Write informative or explanatory texts to examine and convey complex ideas and information clearly and accurately through use of informational and literary text, considering audience.",9.2.5.1,"Write to inform or explain, comparing factual information to convey understanding of diverse perspectives, including Dakota and Anishinaabe perspectives, about a topic; clearly explain connections and distinctions between key ideas and concepts and use precise, domain-specific vocabulary and utilize organization strategies common in a variety of text structures, building on skills from previous years."
9,Writing,"W5 Write informative or explanatory texts to examine and convey complex ideas and information clearly and accurately through use of informational and literary text, considering audience.",9.2.5.2,"Write to respond to a literary text, including analysis of narrative elements (e.g., writing personal reactions, analysis, and interpretation of text)."
9,Writing,"W6 Write narratives, poetry and other creative texts with details and effective technique to express ideas.",9.2.6.1,"Write to create, applying basic and advanced literary techniques, as observed in mentor texts, to various tasks and purposes in various literary forms."
9,Writing,"W6 Write narratives, poetry and other creative texts with details and effective technique to express ideas.",9.2.6.2,"Model use of structural elements of mentor texts in written narratives, poetry or other creative text."
9,Writing,W7 Engage in inquiry-based learning and research processes to create texts and presentations for a variety of purposes and audiences.,9.2.7.1,"Formulate self-generated questions that guide inquiry to solve a problem, generating additional questions for further research and investigation."
9,Writing,W7 Engage in inquiry-based learning and research processes to create texts and presentations for a variety of purposes and audiences.,9.2.7.2,"Plan and conduct independent research, synthesizing information from a wide variety of sources, demonstrating understanding of subject of investigation, and share findings in writing."
9,Writing,"W8 Media Literacy in Writing: Support writing with evidence from sources, correctly citing those sources, and demonstrating an understanding of the rights and obligations of using intellectual property.",9.2.8.1,"Use and cite a wide variety of print and digital sources, quoting, paraphrasing and summarizing, avoiding plagiarism and following the guidelines in a style manual appropriate for the discipline and purpose, with guidance."
9,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 1 Exchange ideas in discussion and collaboration, as listener, speaker and participant, A) including the voices and perspectives of Dakota and Anishinaabe people as well other perspectives, identities and cultures like and unlike their own, and B) expressing one's own ideas, stories and experiences.",9.3.1.1,"Exchange ideas through storytelling, discussion and collaboration, both as facilitator and participant, expressing ideas, intentionally considering the perspectives of Dakota and Anishinaabe people and other perspectives.
a. Exchange ideas on grade 9 topics, texts and issues from social studies and science.
b. Elaborating on others' ideas and summarizing points of agreement and disagreement.
c. Work toward a shared goal by building consensus and integrating divergent views.
d. Use teacher-provided models of conflict resolution."
9,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 1 Exchange ideas in discussion and collaboration, as listener, speaker and participant, A) including the voices and perspectives of Dakota and Anishinaabe people as well other perspectives, identities and cultures like and unlike their own, and B) expressing one's own ideas, stories and experiences.",9.3.1.2,"Contribute to conversations by posing and responding to questions that relate the current discussion to broader themes or larger ideas; actively incorporate others into the discussion; and clarify, verify, or challenge ideas and conclusions, demonstrating preparation for the discussion."
9,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 1 Exchange ideas in discussion and collaboration, as listener, speaker and participant, A) including the voices and perspectives of Dakota and Anishinaabe people as well other perspectives, identities and cultures like and unlike their own, and B) expressing one's own ideas, stories and experiences.",9.3.1.3,Request and utilize constructive feedback for use in revising work.
9,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 2 Communicate with others, applying knowledge of vocabulary, language, structure and features of spoken language, considering audience and context.",9.3.2.1,"Adapt speech, writing or communications to a variety of contexts, audiences and tasks, demonstrating command of formal English when indicated or appropriate."
9,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 3 Media Literacy in Exchanging Ideas: Thoughtfully and safely access, analyze, and create written, oral and digital content applicable to task, purpose, audience and discipline.",9.3.3.1,"Integrate multiple sources of information presented in diverse media or formats (e.g., visually, quantitatively, orally), evaluating the credibility and accuracy of each source."
9,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 3 Media Literacy in Exchanging Ideas: Thoughtfully and safely access, analyze, and create written, oral and digital content applicable to task, purpose, audience and discipline.",9.3.3.2,"Create and share, individually or in a collaborative group, a piece of digital work or digital communication designed for a specific purpose and audience, demonstrating understanding of digital footprint while respecting intellectual property. *"
10,Reading,"R2 Read and comprehend independently A) both self- selected and teacher-directed texts, B) complex literary and informational texts, and C) from multiple sources representing perspectives and identities like and unlike their own from dominant, non-dominant and marginalized social groups.",10.1.2.1,"Read independently and synthesize understanding from multiple texts in order to make meaning about a topic, with guidance and support, and annotate learning."
10,Reading,"R2 Read and comprehend independently A) both self- selected and teacher-directed texts, B) complex literary and informational texts, and C) from multiple sources representing perspectives and identities like and unlike their own from dominant, non-dominant and marginalized social groups.",10.1.2.2,"At grade 10 text complexity, select and proficiently read and comprehend texts that address academic tasks."
10,Reading,"R2 Read and comprehend independently A) both self- selected and teacher-directed texts, B) complex literary and informational texts, and C) from multiple sources representing perspectives and identities like and unlike their own from dominant, non-dominant and marginalized social groups.",10.1.2.3,"Locate, select and read text by multiple authors on the same topic or theme to examine concepts or issues from multiple viewpoints or perspectives."
10,Reading,R3 Read and comprehend independently both self-selected and teacher-directed complex literary and informational texts representing perspectives of historical and contemporary Dakota and Anishinaabe people.,10.1.3.1,"Choose and read texts that address the purpose (e.g., personal interest, enjoyment, academic tasks), representing perspectives and identities of historical and contemporary Dakota and Anishinaabe people, to examine concepts, issues or histories."
10,Reading,"R4 Read critically to comprehend, interpret and analyze themes and central ideas in complex literary and informational texts.",10.1.4.1,"Cite strong and thorough textual evidence to support conclusions of what a text says explicitly as well as inferences drawn from text, including analysis of how and when author introduces concepts, ideas or characters; objectively summarize the text."
10,Reading,"R4 Read critically to comprehend, interpret and analyze themes and central ideas in complex literary and informational texts.",10.1.4.2,"Analyze and compare/contrast the themes or central ideas of multiple texts, researching and interpreting possible impact of author perspective, identity and bias."
10,Reading,"R4 Read critically to comprehend, interpret and analyze themes and central ideas in complex literary and informational texts.",10.1.4.3,"Analyze how events, ideas and complex characters develop over the course of a text and advance the plot in a literary text."
10,Reading,"R4 Read critically to comprehend, interpret and analyze themes and central ideas in complex literary and informational texts.",10.1.4.4,"Compare and contrast how two authors unfold an analysis or series of ideas or events, including the order in which points are made, how they are introduced and developed, and the connections that are drawn between them, in informational text."
10,Reading,R5 Apply knowledge of text structure to understand and evaluate a wide variety of complex literary and informational texts.,10.1.5.1,"Evaluate the impact of the author's choices concerning order of events within a text (e.g., parallel, linear and nonlinear plots)."
10,Reading,R5 Apply knowledge of text structure to understand and evaluate a wide variety of complex literary and informational texts.,10.1.5.2,"Evaluate how an author's ideas or claims are developed and refined by given sentences, paragraphs or larger sections of an informational text."
10,Reading,R5 Apply knowledge of text structure to understand and evaluate a wide variety of complex literary and informational texts.,10.1.5.3,"Evaluate the impact of illustrations, graphics and other audiovisual elements on the use, meaning and aesthetics of the text."
10,Reading,"R6 Analyze influences on content, meaning and style of text including fact and fiction, time period, and author perspective and identity, including Dakota and Anishinaabe perspective, in complex literary and informational texts.",10.1.6.1,"Analyze how the author's, including Dakota and Anishinaabe authors, purpose, stated identities, biases and perspective shape the content and style of a text."
10,Reading,"R6 Analyze influences on content, meaning and style of text including fact and fiction, time period, and author perspective and identity, including Dakota and Anishinaabe perspective, in complex literary and informational texts.",10.1.6.2,"Analyze the impact of a text's publishing date on its current validity and credibility in literature, social studies or science."
10,Reading,"R6 Analyze influences on content, meaning and style of text including fact and fiction, time period, and author perspective and identity, including Dakota and Anishinaabe perspective, in complex literary and informational texts.",10.1.6.3,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning."
10,Reading,R7 Evaluate arguments and specific claims from complex informational texts.,10.1.7.1,Analyze the arguments of several authors with similar or different perspectives on the same topic to evaluate arguments using relevance and sufficiency of evidence and validity of reasoning.
10,Reading,"R8 Examine the impact of vocabulary, including words and phrases, on content, style and meaning of complex literary and informational texts.",10.1.8.1,"Evaluate the impact of vocabulary, including key words or phrases with multiple meanings, on content, style and meaning of literary text."
10,Reading,"R8 Examine the impact of vocabulary, including words and phrases, on content, style and meaning of complex literary and informational texts.",10.1.8.2,"Analyze the impact of specific word choices, including word origins that allude to culture, time period or geography, in informational text."
10,Reading,"R9 Media Literacy in Reading: Access and gather information from a variety of sources, representing diverse perspectives, and assessing relevancy and credibility of information.",10.1.9.1,"Access information from a wide variety of sources, on both sides of an issue or from multiple perspectives, to expand understanding of a topic of inquiry."
10,Reading,"R9 Media Literacy in Reading: Access and gather information from a variety of sources, representing diverse perspectives, and assessing relevancy and credibility of information.",10.1.9.2,"Make critical choices about information sources to use based on perspective, biases, credibility and relevancy."
10,Writing,"W1 Foundations of Writing: Demonstrate knowledge of oral language, orthography, grammar and mechanics to express ideas in writing.",10.2.1.1,"Write and edit work so that it follows the guidelines in a style manual appropriate for the discipline and purpose, with guidance."
10,Writing,"W1 Foundations of Writing: Demonstrate knowledge of oral language, orthography, grammar and mechanics to express ideas in writing.",10.2.1.2,No benchmark at this grade level.
10,Writing,"W1 Foundations of Writing: Demonstrate knowledge of oral language, orthography, grammar and mechanics to express ideas in writing.",10.2.1.3,Write with command of grammar and mechanics to influence voice and style.
10,Writing,"W2 Write routinely for various purposes and disciplines, representing one's own personal perspective, identity and voice.",10.2.2.1,"Write routinely for a range of tasks (e.g., personal interest, enjoyment, academic tasks), purposes and audiences, choosing topics and format, including visual elements (e.g. illustrations, charts, tables, audiovisual elements) when applicable."
10,Writing,"W2 Write routinely for various purposes and disciplines, representing one's own personal perspective, identity and voice.",10.2.2.2,"Write to represent personal perspective, identity and voice as a member of a global community."
10,Writing,"W3 Develop and strengthen writing by using a writing process including planning, drafting, revising, editing and publishing.",10.2.3.1,"Write and revise to align with the guidelines (e.g., character counts, word counts, structure, style) of various publications."
10,Writing,"W3 Develop and strengthen writing by using a writing process including planning, drafting, revising, editing and publishing.",10.2.3.2,"Make effective word use and sentence structure choices for meaning or style, considering audience and context."
10,Writing,"W4 Write arguments to support claims and to persuade in an analysis of topics or texts, using valid reasoning and evidence while considering audience.",10.2.4.1,"Write to argue, basing argument and counter-argument, supported with evidence, on an understanding of the relevant and authentic issues connected to the argument, building on skills from previous years."
10,Writing,"W4 Write arguments to support claims and to persuade in an analysis of topics or texts, using valid reasoning and evidence while considering audience.",10.2.4.2,"Write to persuade, demonstrating an understanding of the relevant and authentic issues connected to the position, building on skills from previous years."
10,Writing,"W5 Write informative or explanatory texts to examine and convey complex ideas and information clearly and accurately through use of informational and literary text, considering audience.",10.2.5.1,"Write to inform or explain, evaluating accuracy and relevancy of information to convey complex ideas about a topic; Use precise, domain-specific vocabulary and utilize organization strategies common in a variety of text structures, and maintain an objective tone while attending to the norms and conventions of the discipline, building on skills from previous years."
10,Writing,"W5 Write informative or explanatory texts to examine and convey complex ideas and information clearly and accurately through use of informational and literary text, considering audience.",10.2.5.2,"Write to respond to literary text, choosing either a deeper or wider analysis of narrative elements."
10,Writing,"W6 Write narratives, poetry and other creative texts with details and effective technique to express ideas.",10.2.6.1,"Write to create, applying basic and advanced literary techniques and a variety of creative skills to various tasks and purposes in various literary forms."
10,Writing,"W6 Write narratives, poetry and other creative texts with details and effective technique to express ideas.",10.2.6.2,"Use structure appropriate to task and purpose in written narratives, poetry or other creative text."
10,Writing,W7 Engage in inquiry-based learning and research processes to create texts and presentations for a variety of purposes and audiences.,10.2.7.1,"Formulate self-generated questions to solve a problem that guide inquiry, generating additional questions for further research and investigation."
10,Writing,W7 Engage in inquiry-based learning and research processes to create texts and presentations for a variety of purposes and audiences.,10.2.7.2,"Plan and conduct independent research, synthesizing information from a wide variety of sources, demonstrating understanding of subject of investigation, and share findings in writing."
10,Writing,"W8 Media Literacy in Writing: Support writing with evidence from sources, correctly citing those sources, and demonstrating an understanding of the rights and obligations of using intellectual property.",10.2.8.1,"Use and cite a wide variety of print and digital sources, quoting, paraphrasing and summarizing, avoiding plagiarism and following the guidelines in a style manual appropriate for the discipline and purpose, with guidance."
10,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 1 Exchange ideas in discussion and collaboration, as listener, speaker and participant, A) including the voices and perspectives of Dakota and Anishinaabe people as well other perspectives, identities and cultures like and unlike their own, and B) expressing one's own ideas, stories and experiences.",10.3.1.1,"Exchange ideas through storytelling, discussion and collaboration, both as facilitator and participant, expressing ideas, intentionally considering the perspectives of Dakota and Anishinaabe people as well as other perspectives.
a. Exchange ideas on grade 10 topics, texts and issues from social studies and science.
b. Acknowledge and elaborate on others' ideas, and promote a thoughtful, well-reasoned exchange of ideas.
c. Work with peers to set rules for collegial discussions and decision-making (e.g., informal consensus, taking votes on key issues, presentation of alternate views), clear goals and deadlines, and individual roles as needed.
d. Develop conflict resolution strategies."
10,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 1 Exchange ideas in discussion and collaboration, as listener, speaker and participant, A) including the voices and perspectives of Dakota and Anishinaabe people as well other perspectives, identities and cultures like and unlike their own, and B) expressing one's own ideas, stories and experiences.",10.3.1.2,"Extend conversations by posing and responding to questions that relate the current discussion to broader themes or larger ideas; actively incorporate others into the discussion; and clarify, verify or challenge ideas and conclusions, demonstrating preparation for the discussion."
10,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 1 Exchange ideas in discussion and collaboration, as listener, speaker and participant, A) including the voices and perspectives of Dakota and Anishinaabe people as well other perspectives, identities and cultures like and unlike their own, and B) expressing one's own ideas, stories and experiences.",10.3.1.3,"Respond thoughtfully to diverse perspectives and constructive feedback, summarize points of agreement and disagreement, and, when warranted, qualify or justify their own ideas in revising work."
10,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 2 Communicate with others, applying knowledge of vocabulary, language, structure and features of spoken language, considering audience and context.",10.3.2.1,"Make effective choices regarding vocabulary, language, structure and advanced application of features of spoken language (e.g., rhetorical questioning) in a variety of forms, including digital and face-to-face interactions, considering audience and context."
10,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 3 Media Literacy in Exchanging Ideas: Thoughtfully and safely access, analyze, and create written, oral and digital content applicable to task, purpose, audience and discipline.",10.3.3.1,"Select and use the most applicable style of communication, appropriate to task, purpose, audience and discipline, following ethical and safe communication practice."
10,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 3 Media Literacy in Exchanging Ideas: Thoughtfully and safely access, analyze, and create written, oral and digital content applicable to task, purpose, audience and discipline.",10.3.3.2,"Create, share and present, individually or in a collaborative group, a piece of digital work or digital communication, which may include ethical remixing or transformation of work, for a specific purpose; publish work, considering audience, demonstrating understanding of digital footprint. *"
11-12,Reading,"R2 Read and comprehend independently A) both self- selected and teacher-directed texts, B) complex literary and informational texts, and C) from multiple sources representing perspectives and identities like and unlike their own from dominant, non-dominant and marginalized social groups.",11.1.2.1,"Read independently and synthesize understanding from multiple texts in order to make meaning or deepen understanding of a topic, and annotate learning."
11-12,Reading,"R2 Read and comprehend independently A) both self- selected and teacher-directed texts, B) complex literary and informational texts, and C) from multiple sources representing perspectives and identities like and unlike their own from dominant, non-dominant and marginalized social groups.",11.1.2.2,"At grade 11-12 text complexity, select and proficiently read and comprehend texts that address academic tasks."
11-12,Reading,"R2 Read and comprehend independently A) both self- selected and teacher-directed texts, B) complex literary and informational texts, and C) from multiple sources representing perspectives and identities like and unlike their own from dominant, non-dominant and marginalized social groups.",11.1.2.3,"Read widely, locating, selecting and reading texts to examine concepts or issues from multiple viewpoints or perspectives like and unlike their own from dominant, non-dominant and marginalized social groups."
11-12,Reading,R3 Read and comprehend independently both self-selected and teacher-directed complex literary and informational texts representing perspectives of historical and contemporary Dakota and Anishinaabe people.,11.1.3.1,"Choose and read texts that address the purpose (e.g., personal interest, enjoyment, academic tasks), representing perspectives and identities of Dakota and Anishinaabe people, to examine concepts, issues or histories."
11-12,Reading,"R4 Read critically to comprehend, interpret and analyze themes and central ideas in complex literary and informational texts.",11.1.4.1,"Cite strong and thorough textual evidence to support conclusions of what a text says explicitly as well as inferences drawn from literature and informational text, including determining where the text leaves matter uncertain; objectively summarize the text."
11-12,Reading,"R4 Read critically to comprehend, interpret and analyze themes and central ideas in complex literary and informational texts.",11.1.4.2,"Determine two or more themes or central ideas of a text and synthesize their development over the course of the text, including how they interact and build on one another to provide a complex synthesis."
11-12,Reading,"R4 Read critically to comprehend, interpret and analyze themes and central ideas in complex literary and informational texts.",11.1.4.3,"Analyze the impact of the author's choices regarding how to develop and relate the elements of a story or drama in a literary text (e.g., where a story is set, how action is ordered, how characters are introduced or developed)."
11-12,Reading,"R4 Read critically to comprehend, interpret and analyze themes and central ideas in complex literary and informational texts.",11.1.4.4,"Analyze a complex set of ideas or sequence of events and explain how specific individuals, ideas, concepts or events interact and develop in informational text."
11-12,Reading,R5 Apply knowledge of text structure to understand and evaluate a wide variety of complex literary and informational texts.,11.1.5.1,"Evaluate the impacts on meaning and appeal of the author's choices concerning structuring the text, including how specific parts of the text interact with each other and contribute to the whole."
11-12,Reading,R5 Apply knowledge of text structure to understand and evaluate a wide variety of complex literary and informational texts.,11.1.5.2,"Evaluate the use of differing informational text structures to support an author's ideas, claims and arguments."
11-12,Reading,R5 Apply knowledge of text structure to understand and evaluate a wide variety of complex literary and informational texts.,11.1.5.3,"Compare and contrast the impact of illustrations, graphics and other audiovisual elements on the use, meaning and aesthetics of a wide variety of texts."
11-12,Reading,"R6 Analyze influences on content, meaning and style of text including fact and fiction, time period, and author perspective and identity, including Dakota and Anishinaabe perspective, in complex literary and informational texts.",11.1.6.1,"Evaluate how the author's, including Dakota and Anishinaabe authors, purpose, stated identities, biases and perspective shape the content and style of a text."
11-12,Reading,"R6 Analyze influences on content, meaning and style of text including fact and fiction, time period, and author perspective and identity, including Dakota and Anishinaabe perspective, in complex literary and informational texts.",11.1.6.2,"Analyze the progression of an idea or concept (e.g., democracy, integration, identity, climate change) as it has evolved in discussion in texts through decades or centuries through foundational documents of historical and literary significance."
11-12,Reading,"R6 Analyze influences on content, meaning and style of text including fact and fiction, time period, and author perspective and identity, including Dakota and Anishinaabe perspective, in complex literary and informational texts.",11.1.6.3,"Delineate and evaluate the reasoning in seminal scientific and legal texts, and the premises, purposes, and arguments in the documents identifying persuasive opinions and factual evidence."
11-12,Reading,R7 Evaluate arguments and specific claims from complex informational texts.,11.1.7.1,"Examine validity of reasoning, relevance and sufficiency of evidence supporting arguments in several texts to evaluate credibility of frequently used sources."
11-12,Reading,"R8 Examine the impact of vocabulary, including words and phrases, on content, style and meaning of complex literary and informational texts.",11.1.8.1,"Analyze the cumulative impact of specific word choices on meaning, mood and tone of literary text (e.g., how the language evokes a sense of time and place, how it sets a formal or informal tone)."
11-12,Reading,"R8 Examine the impact of vocabulary, including words and phrases, on content, style and meaning of complex literary and informational texts.",11.1.8.2,"Evaluate the impact of academic, technical and domain-specific vocabulary, including words and phrases, on content, style and meaning of informational text."
11-12,Reading,"R9 Media Literacy in Reading: Access and gather information from a variety of sources, representing diverse perspectives, and assessing relevancy and credibility of information.",11.1.9.1,"Access information from a wide variety of sources, including academic journals and peer-reviewed sources, on both sides of an issue or from multiple perspectives, to expand understanding of a topic of inquiry."
11-12,Reading,"R9 Media Literacy in Reading: Access and gather information from a variety of sources, representing diverse perspectives, and assessing relevancy and credibility of information.",11.1.9.2,"Make critical choices about information sources and create an annotated bibliography, using summary or critical annotations."
11-12,Writing,"W1 Foundations of Writing: Demonstrate knowledge of oral language, orthography, grammar and mechanics to express ideas in writing.",11.2.1.1,Write and edit work so that it follows the guidelines in a style manual appropriate for the discipline and purpose.
11-12,Writing,"W1 Foundations of Writing: Demonstrate knowledge of oral language, orthography, grammar and mechanics to express ideas in writing.",11.2.1.2,No benchmark at this grade level.
11-12,Writing,"W1 Foundations of Writing: Demonstrate knowledge of oral language, orthography, grammar and mechanics to express ideas in writing.",11.2.1.3,Write with varied use of elements of grammar and mechanics to align voice and style with the publishing plan.
11-12,Writing,"W2 Write routinely for various purposes and disciplines, representing one's own personal perspective, identity and voice.",11.2.2.1,"Write routinely for a range of tasks (e.g., personal interest, enjoyment, academic tasks), purposes and audiences, choosing topics and format, including visual elements (e.g., illustrations, charts, tables and audiovisual elements) when applicable."
11-12,Writing,"W2 Write routinely for various purposes and disciplines, representing one's own personal perspective, identity and voice.",11.2.2.2,"Write to reflect how personal perspective, identity and voice have developed and changed over time in relation to the global community."
11-12,Writing,"W3 Develop and strengthen writing by using a writing process including planning, drafting, revising, editing and publishing.",11.2.3.1,"Generate and carry out a publishing plan to share written work with a wider audience; plan, draft, revise and edit work, considering the publishing plan."
11-12,Writing,"W3 Develop and strengthen writing by using a writing process including planning, drafting, revising, editing and publishing.",11.2.3.2,"Vary syntax for effect and apply an understanding of syntax when writing, considering audience, and use reference resources as needed."
11-12,Writing,"W4 Write arguments to support claims and to persuade in an analysis of topics or texts, using valid reasoning and evidence while considering audience.",11.2.4.1,"Write to argue, supporting both argument and counter-argument with evidence and making strong, logical appeals, building on skills from previous years."
11-12,Writing,"W4 Write arguments to support claims and to persuade in an analysis of topics or texts, using valid reasoning and evidence while considering audience.",11.2.4.2,"Write to persuade, supporting a position with developed ideas and logical reasoning, building on skills from previous years."
11-12,Writing,"W5 Write informative or explanatory texts to examine and convey complex ideas and information clearly and accurately through use of informational and literary text, considering audience.",11.2.5.1,"Write to inform or explain, comparing, integrating and evaluating factual information to convey complex ideas accurately, choosing the best text structure to inform or explain on chosen topic for particular audience, building on skills from previous years; use precise language, sentence structure, domain-specific vocabulary, and techniques such as metaphor, simile and analogy to manage the complexity of the topic."
11-12,Writing,"W5 Write informative or explanatory texts to examine and convey complex ideas and information clearly and accurately through use of informational and literary text, considering audience.",11.2.5.2,"Write to respond to literary text, analyzing multiple literary texts with common genre, author or theme."
11-12,Writing,"W6 Write narratives, poetry and other creative texts with details and effective technique to express ideas.",11.2.6.1,"Write to create, engaging and orienting the reader, establishing context and narrative point of view, and applying basic and advanced literary techniques in various literacy forms, including, but not limited to, personal or autobiographical essays, building on skills learned in previous years."
11-12,Writing,"W6 Write narratives, poetry and other creative texts with details and effective technique to express ideas.",11.2.6.2,Apply structural elements characteristic of the personal essay or autobiographical essay.
11-12,Writing,W7 Engage in inquiry-based learning and research processes to create texts and presentations for a variety of purposes and audiences.,11.2.7.1,Formulate self-generated questions narrowing or broadening the inquiry to demonstrate understanding of the subject under investigation.
11-12,Writing,W7 Engage in inquiry-based learning and research processes to create texts and presentations for a variety of purposes and audiences.,11.2.7.2,"Plan and conduct independent research from a wide variety of sources including academic journals and peer-reviewed sources, demonstrating understanding of subject of investigation, and share findings in writing."
11-12,Writing,"W8 Media Literacy in Writing: Support writing with evidence from sources, correctly citing those sources, and demonstrating an understanding of the rights and obligations of using intellectual property.",11.2.8.1,"Use and cite a wide variety of print and digital sources, quoting, paraphrasing and summarizing, avoiding plagiarism and following the guidelines in a style manual appropriate for the discipline and purpose."
